host,target
GPC1,CRCP
GPC1,PTRH2
GPC1,RHOF
GPC1,RAB36
GPC1,ZKSCAN3
GPC1,OSBPL2
GPC1,NDUFA7
GPC1,AKIP1
GPC1,PRIM2
GPC1,KIAA1456
GPC1,ARL8B
GPC1,MAPK1IP1L
GPC1,AAED1
GPC1,INTS7
GPC1,DUSP19
GPC1,IKZF3
GPC1,BRI3BP
GPC1,F2RL2
GPC1,EIF4A3
GPC1,SLC11A2
GPC1,ITGA3
GPC1,SLC38A7
GPC1,PLEKHB2
GPC1,PHACTR4
GPC1,EXOSC2
GPC1,COX6B1
GPC1,HAVCR1
GPC1,ZNF695
GPC1,MFSD4A
GPC1,ZNF749
GPC1,MINOS1
GPC1,GEMIN4
GPC1,DTD2
GPC1,SLC27A1
GPC1,MOCS3
GPC1,TMEM120B
GPC1,QPCTL
GPC1,KIAA1328
GPC1,CDH7
GPC1,ATXN3
GPC1,TMPRSS12
GPC1,MANSC1
GPC1,PNMA2
GPC1,MRNIP
GPC1,CAMLG
GPC1,ADIPOQ
GPC1,PJVK
GPC1,ZNF681
GPC1,GP5
GPC1,WARS
GPC1,CEP104
GPC1,AGTRAP
GPC1,NCMAP
GPC1,ZMYM1
GPC1,NDUFS5
GPC1,SCNM1
GPC1,HBS1L
GPC1,SYTL3
GPC1,ZNF460
GPC1,MOB3A
GPC1,ZNF708
GPC1,PIGR
GPC1,AGBL5
GPC1,LLGL1
GPC1,ZNF417
GPC1,ZNF17
GPC1,COX18
GPC1,ZNF117
GPC1,MED16
GPC1,TACO1
GPC1,C3
GPC1,TTC21B
GPC1,AGXT2
GPC1,DHODH
GPC1,PLLP
GPC1,CCDC80
GPC1,GPKOW
GPC1,INMT
GPC1,ZYG11A
GPC1,ZNF641
GPC1,YME1L1
GPC1,TES
GPC1,SPAST
GPC1,SNRPD3
GPC1,SLC1A5
GPC1,SIT1
GPC1,RAB4A
GPC1,RAB33B
GPC1,PURB
GPC1,MYADM
GPC1,MSL2
GPC1,GPBP1
GPC1,GOLGA3
GPC1,GAPVD1
GPC1,FYTTD1
GPC1,FBXO45
GPC1,RETREG2
GPC1,EVI5
GPC1,EPG5
GPC1,DHDDS
GPC1,CLCC1
GPC1,CCDC120
GPC1,C11orf58
GPC1,ARL10
GPC1,ANKRD40
GPC1,ZNF674
GPC1,SNX27
GPC1,CD200R1
GPC1,ZBED9
GPC1,SNX12
GPC1,BTNL3
GPC1,OGG1
GPC1,DPYSL5
GPC1,STK35
GPC1,SOWAHA
GPC1,ZCCHC24
GPC1,ZNF503
GPC1,WNT1
GPC1,ADGRF2
GPC1,ADGRL1
GPC1,ADRM1
GPC1,AHDC1
GPC1,ALDOA
GPC1,ANKRD52
GPC1,AP2M1
GPC1,ARHGAP39
GPC1,ASNA1
GPC1,BCL2L1
GPC1,BICDL1
GPC1,C11orf98
GPC1,C17orf75
GPC1,C8orf82
GPC1,CAPN1
GPC1,CBX2
GPC1,CBX6
GPC1,CD44
GPC1,CDC37
GPC1,CDCP1
GPC1,CDKN1A
GPC1,CFL1
GPC1,CHST1
GPC1,CLEC17A
GPC1,CRY2
GPC1,DCAKD
GPC1,DUSP4
GPC1,ECE1
GPC1,EFNB1
GPC1,EIF1AD
GPC1,EIF5A
GPC1,ELFN2
GPC1,ELL
GPC1,FAHD1
GPC1,FAM129B
GPC1,FKBP8
GPC1,FOXO6
GPC1,FURIN
GPC1,FZD7
GPC1,GEN1
GPC1,GIPC1
GPC1,GPR107
GPC1,GPRC5A
GPC1,GPS1
GPC1,GTF3C1
GPC1,HLA-C
GPC1,HOXB6
GPC1,HOXC8
GPC1,JAKMIP3
GPC1,KDM6B
GPC1,KLC2
GPC1,KLHDC10
GPC1,KLHL36
GPC1,KMT2D
GPC1,LASP1
GPC1,LMNB2
GPC1,LSM2
GPC1,MAP2K7
GPC1,MICB
GPC1,MINOS1-NBL1
GPC1,MLEC
GPC1,MRPL44
GPC1,MUC3A
GPC1,MYO18A
GPC1,NACC1
GPC1,NBL1
GPC1,NCEH1
GPC1,NECTIN1
GPC1,NPLOC4
GPC1,NPTXR
GPC1,NR1H2
GPC1,NTSR1
GPC1,OGDH
GPC1,PCCB
GPC1,PEAK1
GPC1,PELP1
GPC1,PFKFB3
GPC1,PGAM1
GPC1,PGBD4
GPC1,PHC2
GPC1,PLCD3
GPC1,PLXNA1
GPC1,PNPLA2
GPC1,PPP1R9B
GPC1,PPP2R1A
GPC1,PTGES2
GPC1,PTPA
GPC1,RAB1B
GPC1,RALY
GPC1,RNF187
GPC1,SART3
GPC1,SENP2
GPC1,SETD7
GPC1,SH3BP1
GPC1,SIN3A
GPC1,SLC16A3
GPC1,SLC2A4RG
GPC1,SLC5A5
GPC1,SMTN
GPC1,SNX11
GPC1,SPEF1
GPC1,SPEM1
GPC1,SPRY4
GPC1,SSU72
GPC1,STX1A
GPC1,SUPT7L
GPC1,SUSD6
GPC1,TCTN2
GPC1,TERF1
GPC1,TGFBR3L
GPC1,TMEM127
GPC1,TPPP
GPC1,TRAPPC10
GPC1,TRIR
GPC1,TRMU
GPC1,TSKU
GPC1,TTC9C
GPC1,TTYH3
GPC1,USP22
GPC1,WDR45B
GPC1,YWHAZ
GPC1,YY1
GPC1,ZBTB3
GPC1,ZNF560
GPC1,ZNF587
GPC1,ZNF726
GPC1,ABCG8
GPC1,ASPA
GPC1,BCL10
GPC1,C11orf54
GPC1,CCSER2
GPC1,CD180
GPC1,CDC42EP4
GPC1,CDKN2AIPNL
GPC1,CDR1
GPC1,CGNL1
GPC1,CLPB
GPC1,CYP51A1
GPC1,CYTH2
GPC1,DMKN
GPC1,DNTTIP2
GPC1,EEF2K
GPC1,ESF1
GPC1,FAM151B
GPC1,FBXO48
GPC1,FDXACB1
GPC1,FOXP4
GPC1,GCNT3
GPC1,GINM1
GPC1,GNAI3
GPC1,GNPTG
GPC1,HEXA
GPC1,IGSF8
GPC1,INTS13
GPC1,IRGQ
GPC1,ISPD
GPC1,KIAA1551
GPC1,LRRC3C
GPC1,MDM2
GPC1,MORC4
GPC1,MRPS23
GPC1,MSMO1
GPC1,MYOM2
GPC1,NOL9
GPC1,NPC1L1
GPC1,OCIAD2
GPC1,PDZD8
GPC1,PHB2
GPC1,PLEKHG3
GPC1,PPFIBP1
GPC1,PPP1R12B
GPC1,PRR5-ARHGAP8
GPC1,PTK6
GPC1,RAB5B
GPC1,RANBP6
GPC1,RASA4
GPC1,RDH10
GPC1,REEP3
GPC1,RIF1
GPC1,S1PR2
GPC1,SCO1
GPC1,SCRG1
GPC1,SENP5
GPC1,SERTAD1
GPC1,SIGLEC14
GPC1,SP140L
GPC1,SPATA2
GPC1,SRSF7
GPC1,TCF23
GPC1,TGS1
GPC1,TMED10
GPC1,TNNI1
GPC1,TOLLIP
GPC1,TRAPPC2B
GPC1,TRIM72
GPC1,TRMO
GPC1,TXNDC16
GPC1,ULK2
GPC1,UNK
GPC1,USP6NL
GPC1,VPS53
GPC1,WFDC8
GPC1,YES1
GPC1,YPEL2
GPC1,ZDHHC24
GPC1,ZNF329
GPC1,ZNF713
GPC1,ZNF790
GPC1,ZSCAN22
GPC1,ARL5C
GPC1,MAPKAPK5
GPC1,MATN3
GPC1,NRIP3
GPC1,RAB21
GPC1,RBM43
GPC1,SHISA2
GPC1,TRAPPC2
GPC1,TVP23C
SH2B2,CSTF2
SH2B2,BRSK2
SH2B2,CITED4
SH2B2,SSTR1
SH2B2,ECSIT
SH2B2,SLC7A5
SH2B2,BCORL1
SH2B2,FIBCD1
SH2B2,BANP
SH2B2,HOXB13
SH2B2,SLC6A1
SH2B2,SLC12A5
SH2B2,MKNK2
SH2B2,ATXN1L
SH2B2,PCYT2
SH2B2,ZNF695
SH2B2,FOXK1
SH2B2,REXO1
SH2B2,RPL41
SH2B2,UNC93B1
SH2B2,ZNF385A
YY1,MLLT10
YY1,ZBTB7A
YY1,BCL2L2-PABPN1
YY1,PABPN1
YY1,TJP3
YY1,ATP6V0B
YY1,PACS2
YY1,ZNF134
YY1,GJB1
YY1,TTF2
YY1,CES2
YY1,VPS37C
YY1,GPHA2
YY1,IGFBP4
YY1,FN3KRP
YY1,TNFSF14
YY1,ZNF500
YY1,TAF1D
YY1,PTPN14
YY1,NDRG3
YY1,NACC1
YY1,MSN
YY1,LGSN
YY1,HEYL
YY1,HDGF
YY1,ELMSAN1
YY1,DPM2
YY1,DCAF7
YY1,C8orf58
YY1,BZW1
YY1,BBC3
YY1,APEX1
YY1,TIGD5
YY1,WDR81
YY1,MYL9
YY1,ACVR1B
YY1,C1D
YY1,SSTR3
YY1,SLC39A2
YY1,TPT1
YY1,PCSK9
YY1,ABCF2
YY1,PISD
YY1,GIGYF1
YY1,KMT2D
YY1,PYCARD
YY1,KCNJ12
YY1,C18orf32
YY1,ZNF620
YY1,ILDR1
YY1,MARCH4
YY1,TAB1
YY1,TMEM184B
YY1,PRR11
YY1,BCAS4
YY1,CEP89
YY1,SLC25A45
YY1,CRK
YY1,SPATA18
YY1,FRAT2
YY1,ZBTB25
YY1,EFEMP2
YY1,PHF21B
YY1,BTN2A2
YY1,BTN3A2
YY1,PTCHD1
YY1,CYP7B1
YY1,LIPC
YY1,ZNF557
YY1,TMEM241
YY1,MYO1F
YY1,TMIGD2
YY1,PNPT1
YY1,SYAP1
YY1,POFUT1
YY1,DNAJB13
YY1,TTR
YY1,PRKAR2A
YY1,OLFML2A
YY1,TMEM251
YY1,ZNF487
YY1,RPL34
YY1,DCAF10
YY1,PTDSS2
YY1,RTTN
YY1,PRPF4
YY1,SCAMP1
YY1,RNF14
YY1,APCDD1
YY1,CENPBD1
YY1,NYAP2
YY1,KIAA1958
YY1,ARHGEF39
YY1,PLA2G12A
YY1,RRP36
YY1,UBXN7
YY1,POU5F1B
YY1,AQR
YY1,CERS4
YY1,FGFR1OP2
YY1,RND2
YY1,ZNF485
YY1,MFAP5
YY1,HSD17B12
YY1,TMEM19
YY1,ZDHHC5
YY1,TTYH3
YY1,MTA3
YY1,CAV2
YY1,BHLHE40
YY1,KLF8
YY1,ADM2
YY1,AIPL1
YY1,GALM
YY1,LIAS
YY1,BHMT2
YY1,SYNJ2BP
YY1,IP6K1
YY1,FUT11
YY1,DTWD2
YY1,CYCS
YY1,ACSL6
YY1,CD226
YY1,RAB27A
YY1,PHLDA3
YY1,KDELR1
YY1,CCBE1
YY1,FOXK1
YY1,RSL1D1
YY1,HIST1H2BJ
YY1,ZNF844
YY1,PLEKHM3
YY1,RACGAP1
YY1,RAD51
YY1,TNFRSF13C
YY1,CPM
YY1,MICA
YY1,MCTS1
YY1,MYPN
YY1,TMEM78
YY1,CEP76
YY1,FAM118A
YY1,TTLL12
YY1,ZNF329
YY1,ALDOA
YY1,SLC25A51
YY1,ZNF860
YY1,PXMP4
YY1,MSANTD4
YY1,GATA6
YY1,NKD1
YY1,IL6R
YY1,GNE
YY1,PTCHD3
YY1,APOL1
YY1,SETD1A
YY1,FKBP15
YY1,ACY1
YY1,ABHD14A-ACY1
YY1,ITPA
YY1,DMWD
YY1,IDH2
YY1,XRCC5
YY1,TMEM184A
YY1,FAM216A
YY1,ZNF486
YY1,IL20RB
YY1,TSPAN11
YY1,RGS12
YY1,FAM163A
YY1,LCE1A
YY1,SLC25A22
YY1,NOA1
YY1,BACH2
YY1,SAMD4A
YY1,CIAO1
YY1,NSG1
YY1,INF2
YY1,FSCN1
YY1,CDCA4
YY1,VPS18
YY1,ALKBH5
YY1,ATXN7L3
YY1,CBX6
YY1,CELF1
YY1,EIF4G1
YY1,FBXO44
YY1,FIBCD1
YY1,IFNLR1
YY1,KPNA6
YY1,LRRC59
YY1,MEF2D
YY1,NAB2
YY1,PTGES2
YY1,SETD1B
YY1,UQCC3
YY1,ABCG4
YY1,ARFGEF3
YY1,BRMS1L
YY1,CNNM1
YY1,CRCP
YY1,EFCAB11
YY1,ERCC6L2
YY1,FCAR
YY1,GMEB1
YY1,GOLGA2
YY1,GPBP1
YY1,GPN1
YY1,GPN2
YY1,GRM6
YY1,IFT22
YY1,INIP
YY1,KIF3A
YY1,METTL22
YY1,METTL2B
YY1,NAA30
YY1,NOP53
YY1,PALM2
YY1,PPM1K
YY1,RABL3
YY1,RUBCNL
YY1,SPIB
YY1,SPPL2A
YY1,TIRAP
YY1,TMEM154
YY1,EHD2
YY1,LONP2
YY1,MNT
YY1,RAB3IP
YY1,PAFAH1B2
YY1,ZNRF2
YY1,PNKD
YY1,IHH
YY1,ZNF148
YY1,CCND1
YY1,ABCC6
YY1,SF3B3
YY1,SIX5
YY1,RTL8A
YY1,ZNF772
YY1,ARL5B
YY1,RPS11
YY1,PDF
YY1,TXNL1
YY1,PATZ1
YY1,RBM47
YY1,PEX5L
YY1,IGF1R
YY1,CACUL1
YY1,NUCKS1
YY1,AKT1
YY1,SPTLC1
YY1,ZNF268
YY1,FAM216B
YY1,SSBP2
YY1,EPHB3
YY1,SYNRG
YY1,C1R
YY1,THBS2
YY1,SLC27A4
YY1,FBXL16
YY1,MAGEB4
YY1,MED18
YY1,PDE3A
YY1,GDE1
YY1,HNRNPA1L2
YY1,WNK1
YY1,HNRNPA1
YY1,CNKSR3
YY1,F9
YY1,PGM2L1
YY1,GYS1
YY1,LSM10
YY1,THRA
YY1,PDE1B
YY1,CASTOR2
YY1,CLU
YY1,HLA-C
YY1,HMGA2
YY1,RBM20
YY1,ZNF461
YY1,MTRNR2L11
YY1,RTCB
YY1,SEZ6
YY1,ANXA6
TRIP6,IER5
TRIP6,ZCCHC3
TRIP6,CSTF1
TRIP6,ZXDB
TRIP6,SH3BP5L
TRIP6,CDH7
TRIP6,C16orf87
TRIP6,SMOC1
TRIP6,SLC25A44
TRIP6,ZDHHC3
TRIP6,MED30
TRIP6,PLEKHG2
TRIP6,C14orf144
TRIP6,POLR2J3
TRIP6,TPM2
TRIP6,UBA1
TRIP6,UPK3BL1
TRIP6,NCR3LG1
TRIP6,DNM2
TRIP6,TMEM37
TRIP6,PCSK9
TRIP6,RBM28
TRIP6,HMOX1
TRIP6,WNT3
TRIP6,UBN2
TRIP6,TUBB2A
TRIP6,LINC00598
TRIP6,TNPO2
TRIP6,RAB15
TRIP6,PGAM4
TRIP6,PAX5
TRIP6,NFIC
TRIP6,MTSS1L
TRIP6,IL2RB
TRIP6,HYOU1
TRIP6,GRB2
TRIP6,GPR157
TRIP6,CNBP
TRIP6,CCND1
TRIP6,ANKHD1-EIF4EBP3
TRIP6,SUGT1
TRIP6,EIF4EBP3
TRIP6,ARF3
TRIP6,SLC7A5
TRIP6,NDUFA5
TRIP6,FN3K
TRIP6,SRCIN1
TRIP6,CCL22
TRIP6,AQP2
TRIP6,ATG13
TRIP6,TRAPPC9
TRIP6,TMEM119
TRIP6,PLCG2
TRIP6,UBL4A
TRIP6,SETBP1
TRIP6,VSTM5
TRIP6,AGK
TRIP6,ZNF385A
TRIP6,UBXN2B
TRIP6,TMEM30A
TRIP6,RPS6KA5
TRIP6,DCAF7
TRIP6,TRAPPC2
TRIP6,HRH2
TRIP6,ENTPD4
TRIP6,RRP7A
TRIP6,MED26
TRIP6,ARPC3
TRIP6,NCAPH
TRIP6,OMA1
TRIP6,ACTR2
TRIP6,SCIMP
TRIP6,MORC4
TRIP6,GSN
TRIP6,HBS1L
TRIP6,MLLT1
TRIP6,LMF2
TRIP6,PRDM12
TRIP6,CAMTA2
TRIP6,CAPN15
TRIP6,CTDSP1
TRIP6,EIF4G1
TRIP6,ELFN2
TRIP6,GABRQ
TRIP6,GNAI2
TRIP6,HS6ST1
TRIP6,KMT2D
TRIP6,MKNK2
TRIP6,MSN
TRIP6,NACC1
TRIP6,NACC2
TRIP6,PGAM1
TRIP6,RAB1B
TRIP6,RBM38
TRIP6,SMC1A
TRIP6,SRF
TRIP6,TGFBR3L
TRIP6,TMEM127
TRIP6,TUBB
TRIP6,VEGFA
TRIP6,YWHAZ
TRIP6,ZC3H7B
TRIP6,ARL6IP1
TRIP6,G6PC3
TRIP6,MDK
TRIP6,MYO18A
TRIP6,PHB2
TRIP6,PMEPA1
TRIP6,RPL23A
TRIP6,ACTC1
TRIP6,SERTAD2
TRIP6,MAP3K2
TRIP6,OTUD4
TRIP6,MATR3
TRIP6,EIF1AX
TRIP6,ZNF518B
TRIP6,TIGD2
TRIP6,MOB3B
TRIP6,HS3ST1
TRIP6,POLQ
TRIP6,LRIG2
TRIP6,ARID2
TRIP6,AHCY
TRIP6,ARID4B
TRIP6,PLEKHA8
TRIP6,LYRM2
TRIP6,ACSL6
TRIP6,OPN5
TRIP6,NAGK
TRIP6,YES1
TRIP6,ANKRD49
TRIP6,SH3TC2
TRIP6,LSAMP
TRIP6,TMEM74B
TRIP6,MARC1
TRIP6,TMLHE
TRIP6,FAM81B
TRIP6,PLEK
TRIP6,SMG1
TRIP6,SLC38A9
TRIP6,SHISA6
TRIP6,RNF111
TRIP6,PLCL1
TRIP6,FAM84B
TRIP6,DIAPH2
TRIP6,ANKRD50
TRIP6,YOD1
TRIP6,SDHD
TRIP6,ZNF200
TRIP6,DDX3X
TRIP6,RPL7L1
TRIP6,SZRD1
TRIP6,RRAGC
TRIP6,RAB3IP
TRIP6,POLDIP2
TRIP6,ARPP19
TRIP6,SLC18B1
TRIP6,CDH8
TRIP6,ZNF701
TRIP6,ZNF664
TRIP6,MDN1
TRIP6,ESRP1
TRIP6,BIRC5
TRIP6,NODAL
TRIP6,FCRL4
TRIP6,ZNF280B
TRIP6,TBL1X
TRIP6,SH3PXD2A
TRIP6,MYOCD
TRIP6,FNDC5
TRIP6,TAZ
TRIP6,ARSE
TRIP6,TNFSF15
TRIP6,COQ7
TRIP6,BRD3
TRIP6,ASCL1
TRIP6,SYT7
TRIP6,ITPRIPL2
TRIP6,ADRA2B
TRIP6,PRR15
TRIP6,PPM1H
TRIP6,ACVR2B
TRIP6,DOCK4
TRIP6,COL4A4
TRIP6,PRKG2
TRIP6,SLC38A5
TRIP6,CDC42EP4
TRIP6,NLRP9
TRIP6,CCDC137
TRIP6,CLNK
TRIP6,UGT8
TRIP6,TNFAIP3
TRIP6,PRRG4
TRIP6,PCDH17
TRIP6,ONECUT3
TRIP6,ASXL3
TRIP6,PTDSS1
TRIP6,HAS2
TRIP6,ZKSCAN4
TRIP6,PLCXD3
TRIP6,CSRP3
TRIP6,SHPK
TRIP6,ABI2
TRIP6,CD226
TRIP6,RGS5
TRIP6,NPRL3
TRIP6,CDK13
TRIP6,GRIK3
TRIP6,TSHZ2
TRIP6,FEM1B
TRIP6,PELO
TRIP6,ARFGEF3
TRIP6,MPRIP
TRIP6,CHORDC1
TRIP6,STAT3
TRIP6,KRT74
TRIP6,TRIM10
TRIP6,TRAPPC13
TRIP6,ZNF747
TRIP6,SPOP
TRIP6,MAGEB4
TRIP6,KCTD12
TRIP6,FBXO42
TRIP6,GORAB
TRIP6,SLC25A46
TRIP6,OSCP1
TRIP6,FADS1
TRIP6,SIX6
TRIP6,SSTR2
TRIP6,SUCLG2
TRIP6,ZNF22
TRIP6,ZNF385D
TRIP6,CLDN16
TRIP6,SC5D
TRIP6,SLC1A1
TRIP6,GYS2
TRIP6,CCDC134
TRIP6,JUND
TRIP6,BBS9
TRIP6,STARD3NL
TRIP6,ZNF48
TRIP6,ZDHHC20
TRIP6,ZCCHC2
TRIP6,ZBTB21
TRIP6,UFD1
TRIP6,TSKU
TRIP6,TNRC6B
TRIP6,TGFBRAP1
TRIP6,TENM4
TRIP6,SYNJ2BP
TRIP6,SLC5A12
TRIP6,SLC35B3
TRIP6,SLC26A7
TRIP6,PER1
TRIP6,NUMBL
TRIP6,NOVA2
TRIP6,METTL1
TRIP6,MECP2
TRIP6,MAFG
TRIP6,KPNA4
TRIP6,KNTC1
TRIP6,JMJD1C
TRIP6,STXBP2
TRIP6,FAXC
TRIP6,ELAVL3
TRIP6,CSNK2A1
TRIP6,CDC73
TRIP6,CCDC93
TRIP6,CACHD1
TRIP6,C2CD4A
TRIP6,BZW1
TRIP6,BICC1
TRIP6,BAG4
TRIP6,ATP1B4
TRIP6,ATP1A2
TRIP6,UGT2B28
TRIP6,CCRL2
TRIP6,TADA2A
TRIP6,RALGAPA1
TRIP6,TBCA
TRIP6,TMEM181
TRIP6,SH3GLB1
TRIP6,SH2B3
TRIP6,RBM47
TRIP6,KDM7A
TRIP6,FAM83F
TRIP6,FAM20B
TRIP6,DR1
TRIP6,CD200
TRIP6,ARL3
TRIP6,FAM98B
TRIP6,ERGIC1
TRIP6,AMFR
TRIP6,TIGD5
TRIP6,ZNF260
TRIP6,TMSB4X
TRIP6,BCLAF3
TRIP6,AGO1
TRIP6,RBM41
TRIP6,METTL15
TRIP6,CMKLR1
TRIP6,SUSD5
TRIP6,RETSAT
TRIP6,GABRB1
TRIP6,FMNL2
TRIP6,DLC1
TRIP6,RNF145
TRIP6,PEBP1
TRIP6,MAPK8IP3
TRIP6,SHROOM4
TRIP6,PINX1
TRIP6,ZG16
TRIP6,LRRC2
TRIP6,SYTL4
TRIP6,LGSN
TRIP6,MAK16
TRIP6,DIP2A
TRIP6,ADAMTS17
TRIP6,ACADL
TRIP6,HAUS5
TRIP6,SOCS5
TRIP6,SRSF12
TRIP6,RPS9
TRIP6,CCBE1
TRIP6,EPGN
TRIP6,TMCO1
TRIP6,PHLDA3
TRIP6,AGPAT4
TRIP6,NEGR1
TRIP6,ZNF749
TRIP6,TMPRSS11B
TRIP6,EED
TRIP6,HNF4A
TRIP6,PRKCB
TRIP6,SETD7
TRIP6,PPWD1
TRIP6,RBX1
TRIP6,CSRNP3
TRIP6,NUDT3
TRIP6,CHERP
TRIP6,PNMA3
TRIP6,TGOLN2
TRIP6,PTPN11
TRIP6,MYLIP
TRIP6,TNRC6C
TRIP6,PIP5K1C
TRIP6,PAGR1
TRIP6,AMOTL1
TRIP6,NKIRAS2
TRIP6,BDKRB2
TRIP6,LMTK2
TRIP6,IL15
TRIP6,NCKAP1L
TRIP6,MMD
TRIP6,FAM13B
TRIP6,SYNRG
TRIP6,MEX3C
TRIP6,PANK3
TRIP6,WNT16
TRIP6,FAM227A
TRIP6,HLA-DRB1
TRIP6,LNPK
TRIP6,STIM1
TRIP6,MFHAS1
TRIP6,ZNF688
IL18RAP,CLIC4
IL18RAP,HSPE1-MOB4
IL18RAP,MOB4
IL18RAP,TSN
IL18RAP,WAC
IL18RAP,YOD1
IL18RAP,ZMYM2
IL18RAP,ITPRIP
IL18RAP,VCP
IL18RAP,TMOD3
IL18RAP,SLC22A23
IL18RAP,NPAT
IL18RAP,LMBR1L
IL18RAP,GABARAPL1
IL18RAP,CTDSPL2
IL18RAP,CDK2
IL18RAP,ALG9
IL18RAP,NRF1
IL18RAP,CD3E
IL18RAP,KIF6
IL18RAP,CLUAP1
IL18RAP,WBP2
IL18RAP,PLA2G4D
IL18RAP,ADSS
IL18RAP,GATA6
IL18RAP,UNC119B
IL18RAP,PRPS1L1
IL18RAP,DDX21
IL18RAP,ATG10
IL18RAP,KLHL15
IL18RAP,FAM117B
IL18RAP,HEBP2
IL18RAP,MICA
IL18RAP,NOL9
IL18RAP,WDR5B
IL18RAP,ZBTB21
IL18RAP,PEAR1
IL18RAP,GLUL
IL18RAP,CRTC3
IL18RAP,SRSF2
IL18RAP,SUCO
IL18RAP,ZNF598
IL18RAP,RBM27
IL18RAP,SMC2
IL18RAP,SUSD2
IL18RAP,TMEM199
IL18RAP,CAPN6
IL18RAP,FBXW8
IL18RAP,HOXB6
IL18RAP,PTMS
IL18RAP,RPS6KA4
IL18RAP,SCAMP4
IL18RAP,ZBTB20
IL18RAP,NCKAP1
IL18RAP,NCKIPSD
IL18RAP,PRRT2
IL18RAP,HNRNPH1
IL18RAP,RSG1
IL18RAP,RAB40B
IL18RAP,SNRK
IL18RAP,TXLNG
IL18RAP,ZNF207
IL18RAP,RSBN1L
IL18RAP,NRAS
IL18RAP,MAPT
IL18RAP,PSMA1
IL18RAP,MPDU1
IL18RAP,MATR3
IL18RAP,PRKD3
IL18RAP,DCTN5
IL18RAP,ZNF180
IL18RAP,GPR158
IL18RAP,IL5
IL18RAP,EXOC8
IL18RAP,PPIC
IL18RAP,HIC2
IL18RAP,AVL9
IL18RAP,ARHGEF17
IL18RAP,CNKSR3
IL18RAP,MED12L
IL18RAP,ARL8A
IL18RAP,ERCC8
IL18RAP,RNF11
IL18RAP,SEC23B
IL18RAP,MSL2
IL18RAP,IDS
IL18RAP,RHBDL2
IL18RAP,SYAP1
IL18RAP,SERPINA4
IL18RAP,PDGFRA
IL18RAP,BCL11B
IL18RAP,EXOSC10
IL18RAP,MAPKBP1
IL18RAP,ZNF799
IL18RAP,PPP5D1
IL18RAP,DENND5B
IL18RAP,SPATA21
IL18RAP,CDK9
IL18RAP,RSPH3
IL18RAP,NPTXR
IL18RAP,ZNF85
IL18RAP,TNFAIP8L1
IL18RAP,IL10RB
IL18RAP,SERPING1
IL18RAP,RTTN
IL18RAP,LILRA2
IL18RAP,KDM5A
IL18RAP,IDE
IL18RAP,DDX19B
IL18RAP,AQR
IL18RAP,CTCFL
IL18RAP,SERF2
IL18RAP,ZNF730
IL18RAP,SLC1A5
IL18RAP,NUP93
IL18RAP,ITPRIPL1
IL18RAP,ZNF566
IL18RAP,PNPT1
IL18RAP,TNFRSF13B
IL18RAP,ZNF135
IL18RAP,FGFR1
IL18RAP,CXorf38
IL18RAP,NXPE2
IL18RAP,LINC00632
IL18RAP,XRCC2
IL18RAP,PDE4C
IL18RAP,RRP1B
IL18RAP,DNAJB13
IL18RAP,PACS1
IL18RAP,DIS3L
IL18RAP,SRSF7
IL18RAP,EMCN
IL18RAP,MED7
IL18RAP,ZNF551
IL18RAP,NOM1
IL18RAP,CISD2
IL18RAP,PI4K2B
IL18RAP,KCNK6
IL18RAP,PRR11
IL18RAP,ZNF430
IL18RAP,PTCD3
IL18RAP,TTR
IL18RAP,LINC00598
IL18RAP,SYNRG
IL18RAP,RAB11FIP1
IL18RAP,PRKAR2A
IL18RAP,NMNAT1
IL18RAP,MELK
IL18RAP,MAP7
IL18RAP,KIAA1468
IL18RAP,HMGB1
IL18RAP,HM13
IL18RAP,FADS1
IL18RAP,A2ML1
IL18RAP,FAM177A1
IL18RAP,KDM2B
IL18RAP,ZNF487
IL18RAP,IRAK4
IL18RAP,GPR82
IL18RAP,POLR2D
IL18RAP,DCAF10
IL18RAP,DHTKD1
IL18RAP,FPR1
IL18RAP,DNAJC22
IL18RAP,ZNF829
IL18RAP,C7orf65
IL18RAP,ABCB5
IL18RAP,NQO2
IL18RAP,IL17RA
IL18RAP,ATF7IP
IL18RAP,AKR7A2
IL18RAP,ZKSCAN1
IL18RAP,SLC30A5
IL18RAP,PSMB2
IL18RAP,PRPF4
IL18RAP,MTA3
IL18RAP,C6orf132
IL18RAP,FAM71F2
IL18RAP,ATAD3C
IL18RAP,LRRC8B
IL18RAP,SOX7
IL18RAP,NKAP
IL18RAP,ARHGEF39
IL18RAP,RBM4B
IL18RAP,C8orf17
IL18RAP,MAVS
IL18RAP,FXN
IL18RAP,KIAA1614
IL18RAP,CAPZA2
IL18RAP,LRP10
IL18RAP,ST3GAL2
IL18RAP,SRARP
IL18RAP,ZNF439
IL18RAP,TRMT10B
IL18RAP,IFNAR1
IL18RAP,SP110
IL18RAP,PLA2G12A
IL18RAP,GNPNAT1
IL18RAP,RFFL
IL18RAP,RAD51L3-RFFL
IL18RAP,PHAX
IL18RAP,KLHL7
IL18RAP,MRNIP
IL18RAP,ZNF561
IL18RAP,FITM2
IL18RAP,PCDHA6
IL18RAP,ORAI2
IL18RAP,HINFP
IL18RAP,ZNF546
IL18RAP,MYOZ3
IL18RAP,PDLIM3
IL18RAP,FAM153B
IL18RAP,UBXN7
IL18RAP,IFNE
IL18RAP,HYPK
