host,target
MYH7,CACNB2
MYH7,Qk
MYH7,QKI
MYH7,AMBRA1
MYH7,TUBB
MYH7,ASAP1
MYH7,BCL2L11
MYH7,PMAIP1
MYH7,WASHC2C
MYH7,ZNF107
MYH7,LEP
MYH7,PSMB9
RTL1,ZNF264
RTL1,USP34
RTL1,USP22
RTL1,TTC37
RTL1,TMEM116
RTL1,SYNJ2
RTL1,STBD1
RTL1,SORL1
RTL1,SF3B1
RTL1,ROGDI
RTL1,RAB3B
RTL1,PPL
RTL1,PKD1
RTL1,PHKG2
RTL1,MTRNR2L8
RTL1,MTRNR2L4
RTL1,MTRNR2L6
RTL1,MBP
RTL1,LIN7C
RTL1,LGALS8
RTL1,KLHL29
RTL1,KDM6B
RTL1,KAT2B
RTL1,ITCH
RTL1,FBXO7
RTL1,DGKD
RTL1,COPA
RTL1,ATP2A3
RTL1,ARID1A
RTL1,ADM
RTL1,ABHD2
RTL1,TEX35
RTL1,VPS50
RTL1,RHCG
RTL1,ZNF701
RTL1,ZNF525
RTL1,NAPEPLD
RTL1,SRSF11
RTL1,ENTPD7
RTL1,C8A
RTL1,SLFN5
RTL1,CDX1
RTL1,ADAMTS5
RTL1,SMIM19
RTL1,PCDH9
RTL1,ZNF510
RTL1,SYT9
RTL1,ZDHHC2
RTL1,RORA
RTL1,RAB6C
RTL1,YOD1
RTL1,SETD1B
RTL1,RRM2
RTL1,HMGB2
RTL1,DDX19A
RTL1,NKD2
RTL1,KANSL1
RTL1,RPL35A
RTL1,CCR6
RTL1,BTG1
RTL1,PRELID2
RTL1,KLHL11
RTL1,LITAF
RTL1,SHOC2
RTL1,PLRG1
RTL1,ARPP19
RTL1,ARID2
RTL1,RNF213
RTL1,NKIRAS2
RTL1,STC2
RTL1,FAM105A
RTL1,CRK
RTL1,SNX10
RTL1,ADIPOR2
RTL1,ARSK
RTL1,SH3GLB1
RTL1,RUFY2
RTL1,AMOT
RTL1,RAD23B
RTL1,KNL1
RTL1,CARNMT1
RTL1,ZNF225
RTL1,STRIP2
RTL1,STOX2
RTL1,EIF4EBP2
RTL1,RALY
RTL1,DUSP19
RTL1,SRD5A3
RTL1,NR3C1
RTL1,DNAJC3
RTL1,MEAF6
RTL1,PTBP1
RTL1,CBX2
RTL1,ALKBH3
RTL1,DGKI
RTL1,MIA3
RTL1,SERP1
RTL1,BLVRB
RTL1,SPP1
RTL1,DIAPH1
RTL1,PLEC
RTL1,SBNO1
RTL1,C3
RTL1,DENND2C
RTL1,NSG2
RTL1,POLG
RTL1,PRR13
RTL1,SPTBN5
RTL1,PRDM1
RTL1,XBP1
RTL1,BCL6
RTL1,KMT5A
RTL1,MMP13
RTL1,MAPK4
RTL1,SKI
RTL1,SEPT7
RTL1,RGMA
RTL1,ZWINT
RTL1,SFRP1
RTL1,SERPINB9
RTL1,USP35
RTL1,TGM2
RTL1,SLC29A1
RTL1,SEC31A
RTL1,NBEA
RTL1,KCNA6
RTL1,DAGLA
RTL1,ACTR3C
RTL1,ACTR3B
RTL1,BOLA1
RTL1,PIK3CG
RTL1,MGMT
RTL1,XRCC3
RTL1,BAG5
RTL1,COTL1
RTL1,GRK2
RABL6,CALU
RABL6,GABARAPL1
RABL6,TMEM94
RABL6,MAT2A
RABL6,BEST3
RABL6,SFRP1
RABL6,FAM168A
RABL6,EPS15L1
RABL6,CDCA3
RABL6,PACS2
RABL6,VAV3
RABL6,UNC13A
RABL6,TNRC18P2
RABL6,TNPO2
RABL6,IP6K1
RABL6,GMFB
RABL6,ATXN7L3
RABL6,APPBP2
RABL6,THSD4
RABL6,BARHL1
RABL6,UCK1
RABL6,RASL10B
RABL6,PRRT2
RABL6,PSMD3
RABL6,YAE1D1
RABL6,NANOS1
RABL6,KDM6B
RABL6,CHRNB2
RABL6,CASP16P
RABL6,PRDX3
RABL6,ZNF354B
RABL6,XKR7
RABL6,ZBTB6
RABL6,EIF5
RABL6,TNFSF14
RABL6,RUNX1
RABL6,KIF3B
RABL6,PODXL
RABL6,ITGB1
RABL6,VAV2
RABL6,SP1
RABL6,QSER1
RABL6,FAM3C
RABL6,MTMR10
RABL6,TLCD2
RABL6,IQSEC3
RABL6,HES6
RABL6,ARSA
RABL6,NIPA1
RABL6,BUD23
RABL6,PKD1
RABL6,SHB
RABL6,ANKMY1
RABL6,TBX2
RABL6,KAT6A
RABL6,PPM1H
RABL6,CLCN7
RABL6,SEPT9
RABL6,ZNF347
RABL6,PNPLA3
RABL6,RAB11FIP1
RABL6,KIAA1468
RABL6,FAM177A1
RABL6,IRAK4
RABL6,FPR1
RABL6,LRRC8B
RABL6,ZNF207
RABL6,SLC1A5
RABL6,GLP1R
RABL6,EXOC7
RABL6,C14orf180
RABL6,JAK3
RABL6,ZNF284
RABL6,C2orf48
RABL6,POLR3F
RABL6,FBLIM1
RABL6,MGST3
RABL6,PEX26
RABL6,NDUFA4P1
RABL6,CELF1
RABL6,ZNF101
RABL6,ZNF445
RABL6,NFE2L1
RABL6,DIP2A
RABL6,MPZ
RABL6,TRUB2
RABL6,AZF1
RABL6,OSMR
RABL6,ATP6AP1
RABL6,AAR2
RABL6,ASB7
RABL6,PSME3
RABL6,MACROD2
RABL6,UBXN2A
RABL6,ACIN1
RABL6,PSMF1
RABL6,PIGQ
RABL6,CLMN
RABL6,ITPKB
RABL6,FEM1A
RABL6,STX6
RABL6,RIMKLA
RABL6,NFAM1
RABL6,RNPEPL1
RABL6,CX3CL1
RABL6,GPR26
RABL6,BCL2L1
RABL6,CAPNS1
RABL6,HRAS
RABL6,KLHL36
RABL6,MAZ
RABL6,P4HB
RABL6,S100A16
RABL6,SEMA6B
RABL6,AP5S1
RABL6,LRRC32
RABL6,MCRIP2
RABL6,NACC1
RABL6,REEP4
RABL6,TOR2A
RABL6,ZNF585A
RABL6,NCDN
RABL6,ZC3H12D
RABL6,FURIN
R3HDM1,PIGO
R3HDM1,NKX2-2
R3HDM1,TOR4A
R3HDM1,WFIKKN2
R3HDM1,UBQLN4
R3HDM1,SKI
R3HDM1,KDELR1
R3HDM1,EFHD2
R3HDM1,DDI2
R3HDM1,KHSRP
R3HDM1,ZBTB46
R3HDM1,BICDL1
R3HDM1,CTDNEP1
R3HDM1,INO80E
R3HDM1,NLRP2
R3HDM1,MYH11
R3HDM1,LIMS2
R3HDM1,TFAP2B
R3HDM1,GPR20
R3HDM1,NKX6-2
R3HDM1,RTN4RL2
R3HDM1,HAAO
R3HDM1,SDK1
R3HDM1,FAM43A
R3HDM1,EN1
R3HDM1,DPY19L1
R3HDM1,HNRNPA0
R3HDM1,BAG5
R3HDM1,HHLA3
R3HDM1,PLEKHG5
R3HDM1,MPRIP
R3HDM1,RBM23
R3HDM1,CCDC71L
R3HDM1,IL21R
R3HDM1,FAM129B
R3HDM1,LBX1
R3HDM1,AP5Z1
R3HDM1,NFIX
R3HDM1,RHOA
R3HDM1,DNMBP
R3HDM1,PER1
R3HDM1,STX4
R3HDM1,SLC39A1
R3HDM1,RAI1
R3HDM1,ASCL5
R3HDM1,NEUROD2
R3HDM1,ACIN1
R3HDM1,TOM1
R3HDM1,RPTN
R3HDM1,MVK
R3HDM1,SNAI1
R3HDM1,WNT3A
R3HDM1,BMI1
R3HDM1,E2F3
R3HDM1,ACVRL1
R3HDM1,AP2S1
R3HDM1,BAP1
R3HDM1,CBX6
R3HDM1,COLGALT1
R3HDM1,DOT1L
R3HDM1,EPHA2
R3HDM1,GIPC1
R3HDM1,GRAMD1B
R3HDM1,MAP2K3
R3HDM1,NDRG1
R3HDM1,RNF40
R3HDM1,SEMA6B
R3HDM1,SEPT9
R3HDM1,SHANK3
R3HDM1,SMYD5
R3HDM1,STX1A
R3HDM1,CARM1
R3HDM1,NTRK3
R3HDM1,DCX
R3HDM1,RELN
R3HDM1,EGFR
R3HDM1,TGFBR1
R3HDM1,FBXW7
R3HDM1,WEE1
R3HDM1,SIRT1
R3HDM1,RND1
R3HDM1,CMTM6
R3HDM1,TUSC5
R3HDM1,ACADM
R3HDM1,EFEMP2
R3HDM1,LRRC40
R3HDM1,RGS14
R3HDM1,FKBP10
R3HDM1,TNNI1
R3HDM1,JAK1
R3HDM1,PRR11
R3HDM1,CCDC6
R3HDM1,AJUBA
R3HDM1,BOC
R3HDM1,NBEA
R3HDM1,INTS2
R3HDM1,INA
R3HDM1,MOB1A
R3HDM1,DCK
R3HDM1,ARHGAP5
R3HDM1,SGPP1
R3HDM1,TSPAN13
R3HDM1,HRASLS5
R3HDM1,GATA6
R3HDM1,YPEL1
R3HDM1,PDPK1
R3HDM1,MAPK6
R3HDM1,LDLR
R3HDM1,BMPR2
R3HDM1,ZNF652
R3HDM1,ARHGAP12
R3HDM1,GCNT2
R3HDM1,KMT2C
R3HDM1,CASC3
R3HDM1,UBE2W
R3HDM1,UNC13C
R3HDM1,NXT1
R3HDM1,KIF5B
R3HDM1,ZIC5
R3HDM1,UBR4
R3HDM1,BCL11B
R3HDM1,SUPT7L
R3HDM1,RAB8B
R3HDM1,RMND5A
R3HDM1,MKNK2
R3HDM1,DNAJC27
R3HDM1,GNB5
R3HDM1,DCAF12
R3HDM1,HOXC6
R3HDM1,ABHD17C
R3HDM1,GFPT2
R3HDM1,MIER3
R3HDM1,ZBTB18
R3HDM1,LYSMD3
R3HDM1,EIF2S2
R3HDM1,TUB
R3HDM1,SOX2
R3HDM1,FAM213B
R3HDM1,KLF4
R3HDM1,FAM89A
R3HDM1,CCL17
R3HDM1,NCK2
R3HDM1,LILRB5
R3HDM1,ZNF552
R3HDM1,MCTP1
R3HDM1,PLA2G5
R3HDM1,MID2
R3HDM1,CLDN5
R3HDM1,FAM9B
R3HDM1,PRKAA1
R3HDM1,STK3
R3HDM1,PI4K2A
R3HDM1,KCNJ6
R3HDM1,HTRA4
R3HDM1,HACD3
R3HDM1,CDK19
R3HDM1,SLC35F4
R3HDM1,DNAJB8
R3HDM1,PDZRN4
R3HDM1,CDH5
R3HDM1,A2M
R3HDM1,GAS7
R3HDM1,PYGO1
R3HDM1,CLSPN
R3HDM1,SMCHD1
R3HDM1,RBM24
R3HDM1,CDY2B
R3HDM1,ARF6
R3HDM1,PTGS2
R3HDM1,KNG1
R3HDM1,GPR83
R3HDM1,SLC16A1
R3HDM1,MPP2
R3HDM1,GNAQ
R3HDM1,SERTAD4
R3HDM1,MARCKSL1
R3HDM1,RASSF6
R3HDM1,ZNF236
R3HDM1,CASQ2
R3HDM1,HMOX1
R3HDM1,ZNF614
R3HDM1,TRIM36
R3HDM1,FAM49B
R3HDM1,C8orf4
R3HDM1,MOB3B
R3HDM1,RBBP5
R3HDM1,UBE2D1
R3HDM1,PTCHD1
R3HDM1,ATP6V1C1
R3HDM1,TSPAN6
R3HDM1,ZBED6CL
R3HDM1,B4GALT1
R3HDM1,GLRX
R3HDM1,RFX3
R3HDM1,GCC2
R3HDM1,DCP2
R3HDM1,SH3RF1
R3HDM1,MYPN
R3HDM1,SLC39A11
R3HDM1,BAG2
R3HDM1,VEGFC
R3HDM1,UBE2N
R3HDM1,CTSZ
R3HDM1,CASP3
R3HDM1,MYO9A
R3HDM1,BLOC1S2
R3HDM1,TRMT112
R3HDM1,YIPF5
R3HDM1,RPL28
R3HDM1,KLHL23
R3HDM1,SSFA2
R3HDM1,NOP2
R3HDM1,ITPR1
R3HDM1,MAP2K1
R3HDM1,NUFIP2
R3HDM1,MKLN1
R3HDM1,ANKFY1
R3HDM1,CERK
R3HDM1,MRPL44
R3HDM1,MBTD1
R3HDM1,LIFR
R3HDM1,VPS4B
R3HDM1,PLAG1
R3HDM1,TMEM30A
R3HDM1,ARID5B
R3HDM1,TUSC3
R3HDM1,SLC5A3
R3HDM1,GPAM
R3HDM1,RNF182
R3HDM1,TAGLN
R3HDM1,POU5F1
R3HDM1,GOLPH3L
R3HDM1,TM4SF1
R3HDM1,ADAMTS4
R3HDM1,SH3BGRL
R3HDM1,FXYD2
R3HDM1,VPS13D
R3HDM1,ROPN1L
R3HDM1,DACT2
R3HDM1,AZGP1
R3HDM1,MUC13
R3HDM1,CD300A
R3HDM1,FRA10AC1
R3HDM1,GDNF
R3HDM1,CETN1
R3HDM1,PTCHD3
R3HDM1,INTS8
R3HDM1,BRCA2
R3HDM1,CLCA4
R3HDM1,MRPS14
R3HDM1,BPIFB3
R3HDM1,KLF5
R3HDM1,HEY2
R3HDM1,SLC17A4
R3HDM1,TUBBP1
R3HDM1,SUMF1
R3HDM1,BPGM
R3HDM1,RNF144B
R3HDM1,ACSL5
R3HDM1,FYN
R3HDM1,PIK3C2B
R3HDM1,SLC22A14
R3HDM1,SNRK
R3HDM1,TBX3
R3HDM1,CNNM2
R3HDM1,FNBP1
R3HDM1,PHF14
R3HDM1,ARL10
R3HDM1,VPS13C
R3HDM1,PDE3B
R3HDM1,ARMT1
R3HDM1,KIAA0319L
R3HDM1,EPB41L1
R3HDM1,G6PC3
R3HDM1,TXNIP
R3HDM1,SOX11
R3HDM1,CPEB4
R3HDM1,TROVE2
R3HDM1,LONRF1
R3HDM1,ATP8A1
R3HDM1,E2F7
R3HDM1,STAG1
R3HDM1,SETD7
R3HDM1,EYA4
R3HDM1,MOB1B
R3HDM1,SLC7A11
R3HDM1,ALDH4A1
R3HDM1,CLPP
R3HDM1,NEK2
R3HDM1,PDE3A
R3HDM1,SEC61A1
R3HDM1,SFXN2
R3HDM1,PAGR1
R3HDM1,RPS6KA5
R3HDM1,ZNF490
R3HDM1,TMTC3
R3HDM1,BYSL
R3HDM1,ANP32E
R3HDM1,ADO
R3HDM1,ESCO2
R3HDM1,RAB21
R3HDM1,KCTD14
R3HDM1,FOXP4
R3HDM1,LBR
R3HDM1,USP25
R3HDM1,LMNB1
R3HDM1,CD2AP
R3HDM1,TMEM170B
R3HDM1,MMS22L
R3HDM1,SLC39A7
R3HDM1,FAM217B
R3HDM1,ZNF800
R3HDM1,AFF4
R3HDM1,LITAF
R3HDM1,CTDSP1
R3HDM1,ADORA2B
R3HDM1,DDX18
R3HDM1,RAB22A
R3HDM1,HSP90B1
R3HDM1,RPS24
R3HDM1,RPL21
R3HDM1,BRWD1
R3HDM1,NDUFC2
R3HDM1,METTL25
R3HDM1,LARP1
R3HDM1,STK35
R3HDM1,CNOT1
R3HDM1,CCDC117
R3HDM1,KPNB1
R3HDM1,LSM3
R3HDM1,POP4
R3HDM1,C19orf47
R3HDM1,SNX11
R3HDM1,FUBP3
R3HDM1,ETF1
R3HDM1,SH3D19
R3HDM1,C2orf72
R3HDM1,ZFHX4
R3HDM1,ALDH9A1
R3HDM1,DNAJC8
R3HDM1,KDM3B
R3HDM1,KMT5B
R3HDM1,XRCC6
R3HDM1,IGF2R
R3HDM1,PARP1
R3HDM1,WDR81
R3HDM1,TUBB4B
R3HDM1,CISD1
R3HDM1,HIP1R
R3HDM1,NOP53
R3HDM1,MFSD14B
R3HDM1,INO80D
R3HDM1,UBE2G2
R3HDM1,PDS5A
R3HDM1,CSF1
R3HDM1,PTEN
R3HDM1,SUZ12
R3HDM1,LIN28A
R3HDM1,NANOG
R3HDM1,SNAI2
R3HDM1,SREBF1
R3HDM1,SREBF2
R3HDM1,ABCA1
R3HDM1,ABCG1
R3HDM1,RXRA
R3HDM1,FADD
R3HDM1,SGPL1
R3HDM1,DAZAP2
R3HDM1,ZFHX3
R3HDM1,PCTP
R3HDM1,DYNLL2
R3HDM1,DCAF7
R3HDM1,ZNF148
R3HDM1,NR1D2
R3HDM1,SHOC2
R3HDM1,AGTRAP
R3HDM1,PLAGL2
R3HDM1,PDK1
R3HDM1,HNRNPF
R3HDM1,PITHD1
R3HDM1,KAT7
R3HDM1,H3F3B
R3HDM1,RGPD4
R3HDM1,SNRNP27
R3HDM1,PAIP2
R3HDM1,CANX
R3HDM1,EN2
R3HDM1,SDE2
R3HDM1,TP53INP1
R3HDM1,HLA-DRA
R3HDM1,NUS1
R3HDM1,SP1
R3HDM1,BAX
R3HDM1,ISL1
R3HDM1,MAPK14
R3HDM1,RET
R3HDM1,EPHB2
R3HDM1,EPHB1
R3HDM1,CDH6
R3HDM1,TMEM167A
R3HDM1,ZNF573
R3HDM1,ILK
R3HDM1,NDUFC2-KCTD14
R3HDM1,TMEM68
R3HDM1,GBA
R3HDM1,AP3D1
R3HDM1,TSEN54
R3HDM1,LSM1
R3HDM1,KIAA1191
R3HDM1,FBLN5
R3HDM1,MRPS27
R3HDM1,AKR7A2
R3HDM1,ZNF385A
R3HDM1,ZFP36L1
R3HDM1,ZFP1
R3HDM1,WRN
R3HDM1,WASL
R3HDM1,USP46
R3HDM1,TOR2A
R3HDM1,TMEM91
R3HDM1,TMED5
R3HDM1,TGOLN2
R3HDM1,TGFBR3
R3HDM1,TBC1D2B
R3HDM1,TAOK1
R3HDM1,TAGLN2
R3HDM1,STARD7
R3HDM1,SRSF1
R3HDM1,SFXN4
R3HDM1,SETD3
R3HDM1,RREB1
R3HDM1,RAP1B
R3HDM1,PSPC1
R3HDM1,PPIF
R3HDM1,COASY
R3HDM1,PEG10
R3HDM1,PDIA5
R3HDM1,PDHX
R3HDM1,NLN
R3HDM1,BEX3
R3HDM1,NAA50
R3HDM1,LIN54
R3HDM1,JMY
R3HDM1,ITSN2
R3HDM1,ITCH
R3HDM1,HMGA1
R3HDM1,GOLGA8B
R3HDM1,FOXN2
R3HDM1,ELL2
R3HDM1,DYRK3
R3HDM1,DGS2
R3HDM1,DDX6
R3HDM1,CSRP2
R3HDM1,CABLES1
R3HDM1,APPBP2
R3HDM1,APEX1
R3HDM1,ANKRD40
R3HDM1,AKIRIN1
R3HDM1,TNPO1
R3HDM1,SUCO
R3HDM1,WDCP
R3HDM1,ZBTB20
R3HDM1,TSPYL1
R3HDM1,SLC46A3
R3HDM1,NEURL1B
R3HDM1,HSPB8
R3HDM1,GNG12
R3HDM1,FAM84B
R3HDM1,CHEK2
R3HDM1,C6orf120
R3HDM1,ARL5B
R3HDM1,ADD1
R3HDM1,HOXA10
R3HDM1,FZD9
R3HDM1,FBXO6
R3HDM1,NCAPD2
R3HDM1,TMBIM6
R3HDM1,PPP1R14C
R3HDM1,C15orf38-AP3S2
R3HDM1,AP3S2
R3HDM1,EIF5
R3HDM1,PROX2
R3HDM1,HAL
R3HDM1,GPATCH11
R3HDM1,KRTAP13-2
R3HDM1,METTL8
R3HDM1,MBL2
R3HDM1,TIGD2
R3HDM1,SLC1A4
R3HDM1,TOMM40L
R3HDM1,RNF152
R3HDM1,TLNRD1
R3HDM1,DDAH1
R3HDM1,BCL2L15
R3HDM1,UGCG
R3HDM1,TPPP
R3HDM1,HOXB3
R3HDM1,EIF5A2
R3HDM1,CCNK
R3HDM1,CNNM4
R3HDM1,SERTAD2
R3HDM1,H3F3C
R3HDM1,MYO1F
R3HDM1,ZNF562
R3HDM1,SLC26A2
R3HDM1,IMP4
R3HDM1,PRRG4
R3HDM1,POPDC2
R3HDM1,S1PR2
R3HDM1,C11orf84
R3HDM1,TMEM120B
R3HDM1,R3HDM2
R3HDM1,YWHAZ
R3HDM1,TMEM192
R3HDM1,OR7D2
R3HDM1,CYP20A1
R3HDM1,COX18
R3HDM1,C17orf75
R3HDM1,SERPING1
R3HDM1,NR2F2
R3HDM1,ZYG11B
R3HDM1,ATP5A1
R3HDM1,TIMM10
R3HDM1,SLC6A17
R3HDM1,KIN
R3HDM1,ADAMTS5
R3HDM1,HINT1
R3HDM1,WDR55
R3HDM1,SSR1
R3HDM1,KREMEN1
R3HDM1,MAPKAPK5
R3HDM1,RILPL1
R3HDM1,MOB3A
R3HDM1,RBBP4
R3HDM1,DARS
R3HDM1,POLR1B
R3HDM1,EMC3
R3HDM1,TNFSF15
R3HDM1,CCR4
R3HDM1,ZNF329
R3HDM1,TOPBP1
R3HDM1,SRPRA
R3HDM1,SOS1
R3HDM1,RUNX1
R3HDM1,NDST1
R3HDM1,LNPEP
R3HDM1,DBR1
R3HDM1,CCDC36
R3HDM1,ALG14
R3HDM1,PKD1
R3HDM1,DYNC2LI1
R3HDM1,LOXL2
R3HDM1,CCDC59
R3HDM1,KBTBD11
R3HDM1,RGS6
R3HDM1,ZNF394
R3HDM1,TP53INP2
R3HDM1,PNKD
R3HDM1,NECTIN4
R3HDM1,SMAD2
R3HDM1,CYP2C9
R3HDM1,PFKL
R3HDM1,SPTAN1
R3HDM1,MTOR
R3HDM1,IGF1
R3HDM1,RICTOR
R3HDM1,PIK3R1
R3HDM1,LGALS3
R3HDM1,ATPAF1
R3HDM1,FRYL
R3HDM1,GDF15
R3HDM1,RETREG2
R3HDM1,RNF187
R3HDM1,SEC16A
R3HDM1,VPS26B
R3HDM1,WDTC1
R3HDM1,ZBTB37
R3HDM1,CCNT1
R3HDM1,CREB5
R3HDM1,DSC3
R3HDM1,FLCN
R3HDM1,GPI
R3HDM1,IFITM1
R3HDM1,MACC1
R3HDM1,MCRIP2
R3HDM1,NUP93
R3HDM1,PROSER3
R3HDM1,RABGAP1
R3HDM1,SDK2
R3HDM1,SFXN1
R3HDM1,SSX2B
R3HDM1,SSX2
R3HDM1,TBC1D24
R3HDM1,MPI
ARPP21,NTRK3
ARPP21,DCX
ARPP21,RELN
ARPP21,E2F3
ARPP21,EGFR
ARPP21,BMI1
ARPP21,TGFBR1
ARPP21,FBXW7
ARPP21,WEE1
ARPP21,SIRT1
ARPP21,RND1
ARPP21,CMTM6
ARPP21,TUSC5
ARPP21,ACADM
ARPP21,EFEMP2
ARPP21,LRRC40
ARPP21,RGS14
ARPP21,FKBP10
ARPP21,TNNI1
ARPP21,JAK1
ARPP21,PRR11
ARPP21,CCDC6
ARPP21,AJUBA
ARPP21,BOC
ARPP21,NBEA
ARPP21,INTS2
ARPP21,INA
ARPP21,MOB1A
ARPP21,DCK
ARPP21,ARHGAP5
ARPP21,SGPP1
ARPP21,TSPAN13
ARPP21,HRASLS5
ARPP21,GATA6
ARPP21,YPEL1
ARPP21,PDPK1
ARPP21,MAPK6
ARPP21,LDLR
ARPP21,BMPR2
ARPP21,ZNF652
ARPP21,ARHGAP12
ARPP21,GCNT2
ARPP21,KMT2C
ARPP21,CASC3
ARPP21,UBE2W
ARPP21,UNC13C
ARPP21,NXT1
ARPP21,KIF5B
ARPP21,ZIC5
ARPP21,UBR4
ARPP21,BCL11B
ARPP21,SUPT7L
ARPP21,RAB8B
ARPP21,RMND5A
ARPP21,MKNK2
ARPP21,DNAJC27
ARPP21,GNB5
ARPP21,DCAF12
ARPP21,HOXC6
ARPP21,ABHD17C
ARPP21,GFPT2
ARPP21,MIER3
ARPP21,ZBTB18
ARPP21,LYSMD3
ARPP21,EIF2S2
ARPP21,TUB
ARPP21,SOX2
ARPP21,FAM213B
ARPP21,KLF4
ARPP21,FAM89A
ARPP21,CCL17
ARPP21,NCK2
ARPP21,LILRB5
ARPP21,ZNF552
ARPP21,MCTP1
ARPP21,PLA2G5
ARPP21,MID2
ARPP21,CLDN5
ARPP21,FAM9B
ARPP21,PRKAA1
ARPP21,STK3
ARPP21,PI4K2A
ARPP21,KCNJ6
ARPP21,HTRA4
ARPP21,HACD3
ARPP21,CDK19
ARPP21,SLC35F4
ARPP21,DNAJB8
ARPP21,PDZRN4
ARPP21,CDH5
ARPP21,A2M
ARPP21,GAS7
ARPP21,PYGO1
ARPP21,CLSPN
ARPP21,SMCHD1
ARPP21,RBM24
ARPP21,CDY2B
ARPP21,ARF6
ARPP21,PTGS2
ARPP21,KNG1
ARPP21,GPR83
ARPP21,SLC16A1
ARPP21,MPP2
ARPP21,GNAQ
ARPP21,SERTAD4
ARPP21,MARCKSL1
ARPP21,RASSF6
ARPP21,ZNF236
ARPP21,CASQ2
ARPP21,HMOX1
ARPP21,ZNF614
ARPP21,TRIM36
ARPP21,FAM49B
ARPP21,C8orf4
ARPP21,MOB3B
ARPP21,WNT3A
ARPP21,RBBP5
ARPP21,UBE2D1
ARPP21,PTCHD1
ARPP21,ATP6V1C1
ARPP21,TSPAN6
ARPP21,ZBED6CL
ARPP21,B4GALT1
ARPP21,GLRX
ARPP21,RFX3
ARPP21,GCC2
ARPP21,DCP2
ARPP21,SH3RF1
ARPP21,MYPN
ARPP21,SLC39A11
ARPP21,BAG2
ARPP21,VEGFC
ARPP21,UBE2N
ARPP21,CTSZ
ARPP21,CASP3
ARPP21,MYO9A
ARPP21,BLOC1S2
ARPP21,TRMT112
ARPP21,YIPF5
ARPP21,RPL28
ARPP21,KLHL23
ARPP21,SSFA2
ARPP21,NOP2
ARPP21,ITPR1
ARPP21,MAP2K1
ARPP21,NUFIP2
ARPP21,MKLN1
ARPP21,ANKFY1
ARPP21,CERK
ARPP21,MRPL44
ARPP21,MBTD1
ARPP21,LIFR
ARPP21,VPS4B
ARPP21,PLAG1
ARPP21,TMEM30A
ARPP21,ARID5B
ARPP21,TUSC3
ARPP21,SLC5A3
ARPP21,GPAM
ARPP21,RNF182
ARPP21,TAGLN
ARPP21,POU5F1
ARPP21,GOLPH3L
ARPP21,TM4SF1
ARPP21,ADAMTS4
ARPP21,SH3BGRL
ARPP21,FXYD2
ARPP21,VPS13D
ARPP21,ROPN1L
ARPP21,DACT2
ARPP21,AZGP1
ARPP21,MUC13
ARPP21,CD300A
ARPP21,FRA10AC1
ARPP21,GDNF
ARPP21,CETN1
ARPP21,PTCHD3
ARPP21,INTS8
ARPP21,BRCA2
ARPP21,CLCA4
ARPP21,MRPS14
ARPP21,BPIFB3
ARPP21,KLF5
ARPP21,HEY2
ARPP21,SLC17A4
ARPP21,TUBBP1
ARPP21,SUMF1
ARPP21,BPGM
ARPP21,RNF144B
ARPP21,ACSL5
ARPP21,FYN
ARPP21,PIK3C2B
ARPP21,SLC22A14
ARPP21,SNRK
ARPP21,TBX3
ARPP21,CNNM2
ARPP21,FNBP1
ARPP21,PHF14
ARPP21,ARL10
ARPP21,VPS13C
ARPP21,PDE3B
ARPP21,ARMT1
ARPP21,KIAA0319L
ARPP21,EPB41L1
ARPP21,G6PC3
ARPP21,TXNIP
ARPP21,SOX11
ARPP21,CPEB4
ARPP21,TROVE2
ARPP21,LONRF1
ARPP21,ATP8A1
ARPP21,E2F7
ARPP21,STAG1
ARPP21,SETD7
ARPP21,EYA4
ARPP21,MOB1B
ARPP21,SLC7A11
ARPP21,ALDH4A1
ARPP21,CLPP
ARPP21,NEK2
ARPP21,PDE3A
ARPP21,SEC61A1
ARPP21,SFXN2
ARPP21,PAGR1
ARPP21,RPS6KA5
ARPP21,ZNF490
ARPP21,TMTC3
ARPP21,BYSL
ARPP21,ANP32E
ARPP21,ADO
ARPP21,ESCO2
ARPP21,RAB21
ARPP21,KCTD14
ARPP21,FOXP4
ARPP21,LBR
ARPP21,USP25
ARPP21,LMNB1
ARPP21,CD2AP
ARPP21,TMEM170B
ARPP21,MMS22L
ARPP21,SLC39A7
ARPP21,FAM217B
ARPP21,ZNF800
ARPP21,AFF4
ARPP21,LITAF
ARPP21,CTDSP1
ARPP21,ADORA2B
ARPP21,DDX18
ARPP21,RAB22A
ARPP21,HSP90B1
ARPP21,RPS24
ARPP21,RPL21
ARPP21,BRWD1
ARPP21,NDUFC2
ARPP21,METTL25
ARPP21,LARP1
ARPP21,STK35
ARPP21,CNOT1
ARPP21,CCDC117
ARPP21,KPNB1
ARPP21,LSM3
ARPP21,POP4
ARPP21,C19orf47
ARPP21,SNX11
ARPP21,FUBP3
ARPP21,ETF1
ARPP21,SH3D19
ARPP21,C2orf72
ARPP21,ZFHX4
ARPP21,ALDH9A1
ARPP21,DNAJC8
ARPP21,KDM3B
ARPP21,KMT5B
ARPP21,XRCC6
ARPP21,IGF2R
ARPP21,PARP1
ARPP21,WDR81
ARPP21,TUBB4B
ARPP21,CISD1
ARPP21,HIP1R
ARPP21,NOP53
ARPP21,MFSD14B
ARPP21,INO80D
ARPP21,UBE2G2
